date,showName,theaterName,type,capacity,gross
2015-04-26,Wolf Hall Parts One & Two,Winter Garden,Play,60,734292
2015-05-03,The Visit 2015,Lyceum,Musical,60,194145
2015-05-03,Wolf Hall Parts One & Two,Winter Garden,Play,62,724737
2015-05-10,The Visit 2015,Lyceum,Musical,55,208078
2015-05-10,Wolf Hall Parts One & Two,Winter Garden,Play,53,630653
2015-05-17,The Visit 2015,Lyceum,Musical,55,211430
2015-05-17,Wolf Hall Parts One & Two,Winter Garden,Play,61,734344
2015-05-24,The Visit 2015,Lyceum,Musical,67,201623
2015-05-24,Wolf Hall Parts One & Two,Winter Garden,Play,58,600295
2015-05-31,The Visit 2015,Lyceum,Musical,49,149023
2015-05-31,Wolf Hall Parts One & Two,Winter Garden,Play,49,548136
2015-06-07,The Visit 2015,Lyceum,Musical,58,194400
2015-06-07,Wolf Hall Parts One & Two,Winter Garden,Play,57,634917
2015-06-14,The Visit 2015,Lyceum,Musical,64,274465
2015-06-14,Wolf Hall Parts One & Two,Winter Garden,Play,54,581972
2015-06-21,Wolf Hall Parts One & Two,Winter Garden,Play,44,467890
2015-06-28,Wolf Hall Parts One & Two,Winter Garden,Play,50,515472
2015-07-05,Wolf Hall Parts One & Two,Winter Garden,Play,59,346459
2015-10-25,A View From The Bridge 2015,Lyceum,Play,80,274654
2015-11-01,A View From The Bridge 2015,Lyceum,Play,77,403408
2015-11-08,A View From The Bridge 2015,Lyceum,Play,84,406719
2015-11-15,A View From The Bridge 2015,Lyceum,Play,87,440691
2015-11-15,School Of Rock,Winter Garden,Musical,90,928596
2015-11-22,A View From The Bridge 2015,Lyceum,Play,81,525280
2015-11-22,School Of Rock,Winter Garden,Musical,82,736712
2015-11-29,A View From The Bridge 2015,Lyceum,Play,74,523447
2015-11-29,School Of Rock,Winter Garden,Musical,98,1304251
2015-12-06,A View From The Bridge 2015,Lyceum,Play,78,533251
2015-12-06,School Of Rock,Winter Garden,Musical,88,669028
2015-12-13,A View From The Bridge 2015,Lyceum,Play,77,541565
2015-12-13,School Of Rock,Winter Garden,Musical,91,956818
2015-12-20,A View From The Bridge 2015,Lyceum,Play,70,485715
2015-12-20,School Of Rock,Winter Garden,Musical,85,1023108
2015-12-27,A View From The Bridge 2015,Lyceum,Play,73,477087
2015-12-27,School Of Rock,Winter Garden,Musical,102,1506236
2016-01-03,A View From The Bridge 2015,Lyceum,Play,87,518228
2016-01-03,School Of Rock,Winter Garden,Musical,102,1671622
2016-01-10,A View From The Bridge 2015,Lyceum,Play,84,529395
2016-01-10,School Of Rock,Winter Garden,Musical,84,981822
2016-01-17,A View From The Bridge 2015,Lyceum,Play,85,525768
2016-01-17,School Of Rock,Winter Garden,Musical,87,1073910
2016-01-24,A View From The Bridge 2015,Lyceum,Play,77,325572
2016-01-24,School Of Rock,Winter Garden,Musical,76,526274
2016-01-31,A View From The Bridge 2015,Lyceum,Play,81,477846
2016-01-31,School Of Rock,Winter Garden,Musical,77,817940
2016-02-07,A View From The Bridge 2015,Lyceum,Play,75,436995
2016-02-07,School Of Rock,Winter Garden,Musical,76,756571
2016-02-14,A View From The Bridge 2015,Lyceum,Play,80,462978
2016-02-14,School Of Rock,Winter Garden,Musical,87,999098
2016-02-21,A View From The Bridge 2015,Lyceum,Play,91,538668
2016-02-21,School Of Rock,Winter Garden,Musical,101,1152012
2016-02-28,School Of Rock,Winter Garden,Musical,80,720585
2016-03-06,School Of Rock,Winter Garden,Musical,73,729218
2016-03-13,School Of Rock,Winter Garden,Musical,88,900072
2016-03-20,School Of Rock,Winter Garden,Musical,93,1072497
2016-03-27,School Of Rock,Winter Garden,Musical,101,1323673
2016-04-03,Fully Committed,Lyceum,Play,77,210547
2016-04-03,School Of Rock,Winter Garden,Musical,100,1336781
2016-04-10,Fully Committed,Lyceum,Play,73,386498
2016-04-10,School Of Rock,Winter Garden,Musical,85,993584
2016-04-17,Fully Committed,Lyceum,Play,70,387494
2016-04-17,School Of Rock,Winter Garden,Musical,85,1022302
2016-04-24,Fully Committed,Lyceum,Play,81,364746
2016-04-24,School Of Rock,Winter Garden,Musical,86,991893
2016-05-01,Fully Committed,Lyceum,Play,77,377270
2016-05-01,School Of Rock,Winter Garden,Musical,88,1003657
2016-05-08,Fully Committed,Lyceum,Play,68,385642
2016-05-08,School Of Rock,Winter Garden,Musical,79,816811
2016-05-15,Fully Committed,Lyceum,Play,72,419040
2016-05-15,School Of Rock,Winter Garden,Musical,76,847399
2016-05-22,Fully Committed,Lyceum,Play,73,426562
2016-05-22,School Of Rock,Winter Garden,Musical,88,930524
2016-05-29,Fully Committed,Lyceum,Play,66,371654
2016-05-29,School Of Rock,Winter Garden,Musical,94,1082056
2016-06-05,Fully Committed,Lyceum,Play,62,343091
2016-06-05,School Of Rock,Winter Garden,Musical,90,1024700
2016-06-12,Fully Committed,Lyceum,Play,69,370369
2016-06-12,School Of Rock,Winter Garden,Musical,94,1082064
2016-06-19,Fully Committed,Lyceum,Play,70,417308
2016-06-19,School Of Rock,Winter Garden,Musical,94,1170683
2016-06-26,Fully Committed,Lyceum,Play,74,426533
2016-06-26,School Of Rock,Winter Garden,Musical,98,1250456
2016-07-03,Fully Committed,Lyceum,Play,79,430791
2016-07-03,School Of Rock,Winter Garden,Musical,95,1194312
2016-07-10,Fully Committed,Lyceum,Play,68,395188
2016-07-10,School Of Rock,Winter Garden,Musical,95,1157594
2016-07-17,Fully Committed,Lyceum,Play,72,415767
2016-07-17,School Of Rock,Winter Garden,Musical,96,1165912
2016-07-24,Fully Committed,Lyceum,Play,79,471574
2016-07-24,School Of Rock,Winter Garden,Musical,97,1207375
2016-07-31,Fully Committed,Lyceum,Play,85,468583
2016-07-31,School Of Rock,Winter Garden,Musical,98,1226997
2016-08-07,School Of Rock,Winter Garden,Musical,96,1211127
2016-08-14,School Of Rock,Winter Garden,Musical,95,1160694
